"route","stop_id","direction","date","transactions","geometry"
"8",2058,0,2018-08-07,1,"{""type"":""LineString"",""coordinates"":[[28.631407,50.270193],[28.630772,50.270297],[28.630385,50.270373],[28.630241,50.270518],[28.630142,50.270655],[28.630102,50.270932],[28.63009,50.27094],[28.63006,50.27096],[28.63,50.27098],[28.62989,50.27102],[28.62984,50.27103],[28.62981,50.27103],[28.62974,50.27103],[28.62971,50.27103],[28.62968,50.27102],[28.62966,50.27102],[28.62959,50.27099],[28.629506,50.270966],[28.629466,50.270917],[28.62944,50.27086],[28.62945,50.2708],[28.62947,50.27074],[28.6295,50.27068],[28.62957,50.27061],[28.63004,50.27031],[28.63016,50.27024],[28.63026,50.27021],[28.63039,50.27016],[28.63046,50.27014],[28.63069,50.27008],[28.63093,50.27004],[28.63143,50.26995],[28.63231,50.26981],[28.63308,50.26968],[28.6336632670451,50.2695883158825]]}"
"53",1625,0,2018-08-07,33,"{""type"":""LineString"",""coordinates"":[[28.7010978831654,50.2652136417736],[28.701135,50.265187],[28.70205,50.26453],[28.70216,50.26444],[28.70227,50.26434],[28.70242,50.26417],[28.702531,50.264024],[28.702639,50.263834],[28.702772,50.263587],[28.702858,50.263289],[28.702879,50.263181],[28.702919,50.262891],[28.70294,50.262531],[28.702946,50.262314],[28.702954,50.261936],[28.702968,50.261398],[28.702983,50.260835],[28.702997,50.260282],[28.703011,50.259693],[28.70302,50.259278],[28.703021939522,50.2591936307936]]}"
"12",154,0,2018-08-12,52,"{""type"":""LineString"",""coordinates"":[[28.6578185124488,50.2724774888203],[28.65774,50.27159],[28.65764,50.27057],[28.65764,50.27053],[28.65759,50.26991],[28.65756,50.26967],[28.65756,50.26951],[28.65756,50.26943],[28.65756,50.26935],[28.65757,50.26923],[28.657574,50.269206],[28.6576181910888,50.2689437354948]]}"
H5,2580,0,2018-08-09,20,"{""type"":""LineString"",""coordinates"":[[28.661003395697,50.2521969326511],[28.661001,50.252197],[28.660016,50.252226],[28.658807,50.252371],[28.6581068930853,50.252468209796]]}"
H2,2518,0,2018-08-07,5,"{""type"":""LineString"",""coordinates"":[[28.697675576498,50.2677333282008],[28.697704,50.267713],[28.69782,50.26763],[28.69818,50.26737],[28.6983,50.26729],[28.69888,50.26685],[28.69945,50.26642],[28.70005,50.26598],[28.70042,50.265704],[28.700522,50.265627],[28.7010978831654,50.2652136417736]]}"
"12",148,0,2018-08-11,54,"{""type"":""LineString"",""coordinates"":[[28.6558888864865,50.2903938810811],[28.65586,50.2903],[28.65582,50.29018],[28.65577,50.29005],[28.655673,50.289816],[28.65567,50.28981],[28.65563,50.28972],[28.65558,50.28963],[28.655428,50.289354],[28.655255,50.289063],[28.65523,50.28902],[28.6552281884932,50.2890166893151]]}"
"1",471,1,2018-08-09,144,"{""type"":""LineString"",""coordinates"":[[28.702873577145,50.2466763642078],[28.70283,50.24632],[28.70271,50.24543],[28.70262,50.24475],[28.70254,50.24413],[28.7025,50.24379],[28.702466,50.243531],[28.7024648382496,50.2435220052359]]}"
"53",1648,1,2018-08-07,11,"{""type"":""LineString"",""coordinates"":[[28.6565876937375,50.2788762710895],[28.656581,50.278896],[28.65649,50.27916],[28.65642,50.27936],[28.65635,50.27962],[28.65631,50.27976],[28.65629,50.27986],[28.65627,50.27993],[28.65625,50.28003],[28.65622,50.28015],[28.6562,50.28027],[28.65615,50.28049],[28.65612,50.28065],[28.6561,50.28078],[28.65609,50.28085],[28.6560133153075,50.2811872278645]]}"
"10",81,0,2018-08-09,73,"{""type"":""LineString"",""coordinates"":[[28.6019182847711,50.2846538230134],[28.601959,50.284646],[28.60366,50.28432],[28.6045,50.28417],[28.60534,50.28401],[28.60693,50.28372],[28.606993,50.283708],[28.60714,50.28368],[28.60733,50.28365],[28.6076662676976,50.2835907658527]]}"
H5,2577,0,2018-08-10,0,"{""type"":""LineString"",""coordinates"":[[28.6531476505092,50.2610702445564],[28.653186,50.261054],[28.653297,50.261006],[28.65343,50.26095],[28.65359,50.26088],[28.65367,50.26084],[28.65374,50.2608],[28.653848,50.260721],[28.65413,50.26036],[28.65439,50.26],[28.65507,50.2591],[28.65582,50.258097],[28.65631,50.25751],[28.65656,50.2572],[28.65676,50.25696],[28.6569,50.25678],[28.656989,50.256675],[28.65717,50.25646],[28.657299,50.256306],[28.65779,50.25646],[28.65791,50.256499],[28.65822,50.2566],[28.658721,50.256747],[28.659003,50.256838],[28.6590392009214,50.2568497736793]]}"
"6",306,1,2018-08-08,6,"{""type"":""LineString"",""coordinates"":[[28.6579950617978,50.2748313988764],[28.657991,50.274849],[28.65798,50.2749],[28.65794,50.27502],[28.65789,50.275166],[28.65779,50.27546],[28.65761,50.27596],[28.65732,50.2768],[28.65727,50.27695],[28.6572,50.27714],[28.65705,50.27756],[28.656808,50.278247],[28.65674,50.27844],[28.65668,50.2786],[28.6566,50.27884],[28.6565876937375,50.2788762710895]]}"
"5A",1985,1,2018-08-12,4,"{""type"":""LineString"",""coordinates"":[[28.6476592075472,50.2742177735849],[28.64765,50.27425],[28.64762,50.27435],[28.64759,50.27444],[28.64752,50.27462],[28.64747,50.27474],[28.64742,50.27483],[28.64737,50.27493],[28.64729,50.27505],[28.64722,50.27516],[28.64713,50.27528],[28.64705,50.27539],[28.64695,50.2755],[28.64685,50.2756],[28.64672,50.27573],[28.64659,50.27584],[28.64643,50.27597],[28.64628,50.27609],[28.64615,50.27618],[28.64603,50.27626],[28.64576,50.27644],[28.64568,50.27651],[28.6456,50.276578],[28.644937,50.276869],[28.64386,50.27714],[28.64318,50.27727],[28.6423,50.27744],[28.64124,50.27761],[28.64097,50.27762],[28.6408018686363,50.2776507963389]]}"
H5,2597,1,2018-08-09,1,"{""type"":""LineString"",""coordinates"":[[28.6614741246883,50.2525624937656],[28.66148,50.25268],[28.66151,50.253859],[28.66146,50.25403],[28.66144,50.25413],[28.6614,50.25423],[28.66129,50.25449],[28.6612250344828,50.2546524137931]]}"
H4,2547,0,2018-08-07,0,"{""type"":""LineString"",""coordinates"":[[28.6619723197348,50.259728673126],[28.662001,50.259692],[28.66201,50.25968],[28.66278,50.2587],[28.662878,50.258582],[28.663192,50.258206],[28.66324,50.25813],[28.66342,50.2579],[28.6636680322514,50.2575986932157]]}"
"1",445,0,2018-08-12,56,"{""type"":""LineString"",""coordinates"":[[28.6734783092513,50.2599452430946],[28.672789,50.259643],[28.672251,50.259407],[28.67133,50.25901],[28.67054,50.25868],[28.670063,50.258477],[28.66974,50.25834],[28.66954,50.25825],[28.669365,50.258168],[28.66916,50.25808],[28.668496,50.257803],[28.668465963807,50.2577904256766]]}"
"7A",2020,0,2018-08-07,26,"{""type"":""LineString"",""coordinates"":[[28.648883638273,50.2655511225204],[28.648882,50.265563],[28.64887,50.26565],[28.6488,50.26615],[28.648736,50.266643],[28.64871,50.26684],[28.648705,50.266927],[28.648149,50.266911],[28.6481487621771,50.2669109930302]]}"
"6",283,0,2018-08-06,0,"{""type"":""LineString"",""coordinates"":[[28.7073939953444,50.2699214150119],[28.707429,50.269897],[28.707899,50.269569],[28.70817,50.26938],[28.70936,50.26852],[28.7107043731198,50.2675846553587]]}"
"10",106,0,2018-08-10,5,"{""type"":""LineString"",""coordinates"":[[28.728578811004,50.2500986966633],[28.728595,50.250097],[28.73043,50.2499],[28.7333830471877,50.2495902537351]]}"
"10",89,0,2018-08-07,17,"{""type"":""LineString"",""coordinates"":[[28.6588262285852,50.2740508157506],[28.658849,50.274047],[28.65954,50.27393],[28.66033,50.2738],[28.6605,50.27377],[28.66173,50.27357],[28.66287,50.27339],[28.66329,50.27332],[28.66446,50.27313],[28.66463,50.27305],[28.66573,50.27287],[28.66607,50.27281],[28.66626,50.272779],[28.66684,50.272698],[28.6669407113716,50.2726839879831]]}"
H2,2523,0,2018-08-12,8,"{""type"":""LineString"",""coordinates"":[[28.702873577145,50.2466763642078],[28.70283,50.24632],[28.70271,50.24543],[28.70262,50.24475],[28.70254,50.24413],[28.7025,50.24379],[28.702466,50.243531],[28.7024648382496,50.2435220052359]]}"
"15A",195,0,2018-08-11,21,"{""type"":""LineString"",""coordinates"":[[28.7038687397901,50.2473932759987],[28.703874,50.247393],[28.70486,50.24734],[28.70504,50.24733],[28.7055,50.2473],[28.70589,50.24729],[28.70635,50.24727],[28.706475,50.247265],[28.70662,50.24726],[28.70682,50.24725],[28.70704,50.24724],[28.70839,50.24718],[28.70841,50.24717],[28.70905,50.24714],[28.70976,50.2471],[28.7099,50.24709],[28.709918,50.247089],[28.71036,50.24707],[28.710537,50.247061],[28.710472,50.246701]]}"
H5,2576,0,2018-08-09,2,"{""type"":""LineString"",""coordinates"":[[28.6496705868076,50.2635430044089],[28.649689,50.263499],[28.64978,50.26328],[28.6499,50.263],[28.64997,50.26284],[28.65003,50.26271],[28.65006,50.26262],[28.65009,50.26252],[28.650132,50.262428],[28.6504,50.26223],[28.65054,50.26215],[28.65066,50.26209],[28.650763,50.262045],[28.65159,50.26171],[28.65237,50.2614],[28.65244,50.26137],[28.6531476505092,50.2610702445564]]}"
"5A",1974,1,2018-08-11,30,"{""type"":""LineString"",""coordinates"":[[28.6363251619403,50.2453480220127],[28.636327,50.245348],[28.63871,50.24532],[28.639965146985,50.245300045358]]}"
"4A",246,1,2018-08-09,27,"{""type"":""LineString"",""coordinates"":[[28.6694431009174,50.2518983302752],[28.669401,50.251921],[28.6692,50.25203],[28.6682,50.25255],[28.66709,50.25313],[28.66691,50.25323],[28.66677,50.2533],[28.66665,50.25335],[28.66654,50.25339],[28.66642,50.25343],[28.6663,50.25346],[28.666198,50.253476],[28.66617,50.25348],[28.66583,50.25353],[28.66536,50.25357],[28.66435,50.25366],[28.6640165905966,50.253687457245]]}"
H7,2631,0,2018-08-06,0,"{""type"":""LineString"",""coordinates"":[[28.728578811004,50.2500986966633],[28.728595,50.250097],[28.73043,50.2499],[28.7333830471877,50.2495902537351]]}"
H5,2607,1,2018-08-09,5,"{""type"":""LineString"",""coordinates"":[[28.632494116771,50.279128068638],[28.632461,50.279134],[28.63159,50.27929],[28.6315,50.2793],[28.631142,50.279363],[28.630768,50.279429],[28.6293,50.27968],[28.62924,50.27969],[28.62701,50.28009],[28.62526,50.28041],[28.62463,50.28052],[28.62413,50.28059],[28.62393,50.28062],[28.62384,50.28064],[28.62375,50.28065],[28.62277,50.28082],[28.62267,50.28083],[28.62256,50.28085],[28.6222,50.28092],[28.61993,50.28137],[28.61965,50.28141],[28.618349,50.281645],[28.6181202579186,50.2816861221719]]}"
"3",1256,1,2018-08-07,92,"{""type"":""LineString"",""coordinates"":[[28.6181202579186,50.2816861221719],[28.618082,50.281693],[28.61782,50.28174],[28.61708,50.28189],[28.61566,50.28215],[28.6128355535419,50.2826607515981]]}"
"10",110,0,2018-08-08,1,"{""type"":""LineString"",""coordinates"":[[28.7393654964384,50.2437131961644],[28.739323,50.243568],[28.73915,50.24298],[28.73834,50.240122],[28.7383353839033,50.2401057078941]]}"
"10",139,1,2018-08-06,44,"{""type"":""LineString"",""coordinates"":[[28.632494116771,50.279128068638],[28.632461,50.279134],[28.63159,50.27929],[28.6315,50.2793],[28.631142,50.279363],[28.630768,50.279429],[28.6293,50.27968],[28.62924,50.27969],[28.62701,50.28009],[28.62526,50.28041],[28.62463,50.28052],[28.62413,50.28059],[28.62393,50.28062],[28.62384,50.28064],[28.62375,50.28065],[28.62277,50.28082],[28.62267,50.28083],[28.62256,50.28085],[28.6222,50.28092],[28.61993,50.28137],[28.61965,50.28141],[28.618349,50.281645],[28.6181202579186,50.2816861221719]]}"
"8",2073,0,2018-08-06,26,"{""type"":""LineString"",""coordinates"":[[28.6884811422709,50.242786296467],[28.688524,50.242757],[28.68928,50.24224],[28.68994,50.24179],[28.69089,50.24114],[28.69159,50.24065],[28.69206,50.24035],[28.692102,50.240321],[28.6924775510225,50.2400650274125]]}"
"8",2094,1,2018-08-09,26,"{""type"":""LineString"",""coordinates"":[[28.648883638273,50.2655511225204],[28.648882,50.265563],[28.64887,50.26565],[28.6488,50.26615],[28.648736,50.266643],[28.64871,50.26684],[28.648705,50.266927],[28.648149,50.266911],[28.6481487621771,50.2669109930302]]}"
"2",894,0,2018-08-06,215,"{""type"":""LineString"",""coordinates"":[[28.6771259153746,50.2615003424248],[28.67738,50.26161],[28.67757,50.26169],[28.67821,50.26196],[28.67863,50.26214],[28.679155,50.262366],[28.67924,50.26241],[28.67952,50.26252],[28.67991,50.26269],[28.68017,50.2628],[28.680336,50.262872],[28.6813,50.26329],[28.68143,50.26335],[28.682149,50.263663],[28.682224,50.263696],[28.6823,50.2637],[28.68237,50.26371],[28.682573,50.263779],[28.682688,50.263822],[28.68274,50.26384],[28.68284,50.26388],[28.683162,50.264019],[28.6831939143799,50.264032706817]]}"
"7A",2050,1,2018-08-09,0,"{""type"":""LineString"",""coordinates"":[[28.7258335062187,50.2569718525044],[28.725879,50.256935],[28.72617,50.2567],[28.72647,50.25628],[28.72681,50.25583],[28.72691,50.25568],[28.72701,50.25551],[28.72709,50.25535],[28.72716,50.2552],[28.72726,50.25498],[28.72731,50.2548],[28.72737,50.2546],[28.72742,50.25437],[28.72745,50.25419],[28.72746,50.254],[28.72747,50.25382],[28.72746,50.253],[28.72747,50.25257],[28.72748,50.25167],[28.72749,50.25073],[28.727529,50.250545],[28.727571,50.250199],[28.727574,50.250151],[28.727568,50.25011],[28.727902,50.250151],[28.72795,50.25015],[28.72819,50.25014],[28.728366,50.250121],[28.728578811004,50.2500986966633]]}"
H2,2530,0,2018-08-11,10,"{""type"":""LineString"",""coordinates"":[[28.6768413610869,50.2489565663417],[28.67682,50.248964],[28.67643,50.2491],[28.675666,50.249356],[28.6755,50.24941],[28.67503,50.24958],[28.674784,50.249666],[28.674408,50.249797],[28.67391,50.24997],[28.67386,50.24999],[28.673158,50.250238],[28.67171,50.25073],[28.67159,50.25078],[28.67144,50.25085],[28.671301,50.25092],[28.670707,50.251232],[28.670511,50.251334],[28.670106,50.251547],[28.669896,50.251662],[28.6697,50.25176],[28.6694431009174,50.2518983302752]]}"
"12",157,0,2018-08-12,17,"{""type"":""LineString"",""coordinates"":[[28.6619723197348,50.259728673126],[28.662001,50.259692],[28.66201,50.25968],[28.66278,50.2587],[28.662878,50.258582],[28.663192,50.258206],[28.663797,50.258396],[28.664118,50.258501],[28.6641416898349,50.2585086766181]]}"
"53A",1600,1,2018-08-08,1,"{""type"":""LineString"",""coordinates"":[[28.6589794710588,50.3028274437647],[28.658972,50.302834],[28.65893,50.30287],[28.65875,50.30305],[28.65855,50.30324],[28.65832,50.30345],[28.65785,50.30376],[28.65723,50.30417],[28.657086,50.304268],[28.65701,50.30432],[28.6565779116102,50.3045877176356]]}"
"2",902,1,2018-08-08,195,"{""type"":""LineString"",""coordinates"":[[28.7031009071339,50.2559705495976],[28.703101,50.255968],[28.7032,50.25311],[28.703204,50.252674],[28.703225,50.25229],[28.7032298817891,50.2521679552716]]}"
"53A",1552,0,2018-08-08,84,"{""type"":""LineString"",""coordinates"":[[28.6552281884932,50.2890166893151],[28.65494,50.28849],[28.65483,50.28825],[28.65479,50.28816],[28.65475,50.28804],[28.65474,50.28796],[28.65473,50.28791],[28.65473,50.28786],[28.65473,50.28782],[28.65473,50.28776],[28.65474,50.2877],[28.65476,50.28762],[28.6548,50.28749],[28.654819,50.287434],[28.65484,50.28736],[28.65489,50.28717],[28.65499,50.28686],[28.65503,50.28672],[28.65508,50.28654],[28.65513,50.28638],[28.6553,50.28573],[28.65532,50.28557],[28.65534,50.28547],[28.65535,50.28536],[28.655369,50.285166],[28.65537,50.28516],[28.65538,50.28507],[28.6553944461538,50.2848725692308]]}"
"53",1622,0,2018-08-12,76,"{""type"":""LineString"",""coordinates"":[[28.6869624495515,50.2656506902796],[28.68736,50.26582],[28.6885,50.26631],[28.68868,50.26639],[28.68886,50.26647],[28.688929,50.266525],[28.68926,50.26667],[28.68936,50.26671],[28.68942,50.26674],[28.6902,50.26708],[28.69068,50.26727],[28.69109,50.26746],[28.69117,50.26749],[28.69151,50.26764],[28.691655,50.267701],[28.691905,50.267805],[28.69242,50.26802],[28.692615,50.268096],[28.69265,50.26811]]}"
"1",461,0,2018-08-10,60,"{""type"":""LineString"",""coordinates"":[[28.7030740295011,50.2566765839479],[28.703074,50.256678],[28.7030400411717,50.2584418614948]]}"
"6",308,1,2018-08-08,0,"{""type"":""LineString"",""coordinates"":[[28.6560133153075,50.2811872278645],[28.656007,50.281215],[28.65597,50.28138],[28.655944,50.281521],[28.65592,50.28165],[28.65584,50.28206],[28.6558,50.28231],[28.65573,50.28272],[28.655597,50.283401],[28.65557,50.28354],[28.65552,50.28379],[28.6555,50.28394],[28.65548,50.28406],[28.65545,50.28422],[28.65544,50.28435],[28.65543,50.28446],[28.6554,50.2848],[28.655395,50.284865],[28.65538,50.28507],[28.6553709634146,50.2851513292683]]}"
"53",1629,0,2018-08-11,29,"{""type"":""Point"",""coordinates"":[28.702875,50.246688]}"
H3,2492,0,2018-08-06,5,"{""type"":""LineString"",""coordinates"":[[28.6924775510225,50.2400650274125],[28.692504,50.240047],[28.69272,50.2399],[28.69298,50.23973],[28.693827,50.239202],[28.6952791334125,50.2383160343718]]}"
"53",1604,0,2018-08-11,85,"{""type"":""LineString"",""coordinates"":[[28.6570601169811,50.304285709434],[28.657086,50.304268],[28.65723,50.30417],[28.65785,50.30376],[28.65832,50.30345],[28.65855,50.30324],[28.65875,50.30305],[28.65893,50.30287],[28.658972,50.302834],[28.6589971802353,50.3028119030588]]}"
"9",43,0,2018-08-06,17,"{""type"":""LineString"",""coordinates"":[[28.6363251619403,50.2453480220127],[28.636327,50.245348],[28.63871,50.24532],[28.639965146985,50.245300045358]]}"
"4",1497,0,2018-08-12,52,"{""type"":""LineString"",""coordinates"":[[28.6578185124488,50.2724774888203],[28.65774,50.27159],[28.65764,50.27057],[28.65764,50.27053],[28.65759,50.26991],[28.65756,50.26967],[28.65756,50.26951],[28.65756,50.26943],[28.65756,50.26935],[28.65757,50.26923],[28.657574,50.269206],[28.6576181910888,50.2689437354948]]}"
"10",133,1,2018-08-07,19,"{""type"":""LineString"",""coordinates"":[[28.6739174085494,50.2730934797896],[28.67371,50.27301],[28.67346,50.27293],[28.67315,50.27284],[28.67277,50.27273],[28.6725,50.27267],[28.67216,50.2726],[28.67189,50.27255],[28.67167,50.27252],[28.67147,50.2725],[28.67125,50.27248],[28.67102,50.27246],[28.67079,50.27246],[28.67011,50.27245],[28.66955,50.27248],[28.66892,50.27252],[28.6674100528959,50.2727192973096]]}"
"3",1235,0,2018-08-08,72,"{""type"":""LineString"",""coordinates"":[[28.7030740295011,50.2566765839479],[28.703074,50.256678],[28.7030400411717,50.2584418614948]]}"
"53A",1582,1,2018-08-11,312,"{""type"":""LineString"",""coordinates"":[[28.685572440041,50.2651713902817],[28.68466,50.26479],[28.6845,50.26473],[28.68424,50.26461],[28.6841,50.26455],[28.68354,50.26433],[28.68272,50.26396],[28.682708,50.263957],[28.682495,50.263869],[28.6823,50.26377],[28.68226,50.26374],[28.682224,50.263696],[28.682149,50.263663],[28.68143,50.26335],[28.6813,50.26329],[28.680336,50.262872],[28.6803119163103,50.2628615540623]]}"
"12",171,1,2018-08-07,2,"{""type"":""LineString"",""coordinates"":[[28.6565716104674,50.2933582111704],[28.65659,50.29342],[28.65664,50.29361],[28.6567,50.29385],[28.65683,50.29415],[28.65693,50.29442],[28.657126,50.294962],[28.65722,50.29522],[28.65727,50.29534],[28.65746,50.29582],[28.65756,50.29603],[28.65766,50.29605],[28.657738,50.296083],[28.65782,50.29612],[28.65798,50.29621],[28.65807,50.29626],[28.65809,50.29628],[28.65811,50.2963],[28.658133,50.296317],[28.65813,50.29632],[28.65814,50.29635],[28.65813,50.29638],[28.65812,50.2964],[28.65811,50.29641],[28.65808,50.29643],[28.65805,50.29645],[28.657999,50.296465],[28.657905,50.296497],[28.65779,50.29636],[28.65767,50.29621],[28.657647,50.296175]]}"
"2",920,1,2018-08-11,303,"{""type"":""LineString"",""coordinates"":[[28.6476592075472,50.2742177735849],[28.64765,50.27425],[28.64762,50.27435],[28.64759,50.27444],[28.64752,50.27462],[28.64747,50.27474],[28.64742,50.27483],[28.64737,50.27493],[28.64729,50.27505],[28.64722,50.27516],[28.64713,50.27528],[28.64705,50.27539],[28.64695,50.2755],[28.64685,50.2756],[28.64672,50.27573],[28.64659,50.27584],[28.64643,50.27597],[28.64628,50.27609],[28.64615,50.27618],[28.64603,50.27626],[28.64576,50.27644],[28.64568,50.27651],[28.6456,50.276578],[28.644937,50.276869],[28.64386,50.27714],[28.64318,50.27727],[28.6423,50.27744],[28.64124,50.27761],[28.64097,50.27762],[28.6408018686363,50.2776507963389]]}"
