"i","n","d","x","y","tk","route"
5609,"вул. Миру",1,28.61076,50.283932,"marshrutka","23"
5611,"Магазин",1,28.611862,50.287572,"marshrutka","23"
5628,"вул. Набережна",1,28.61202,50.290517,"marshrutka","23"
5629,"пров. 1-й Миру",1,28.611712,50.294926,"marshrutka","23"
255,"пл. Миру",1,28.611637,50.297423,"marshrutka","23"
271,"вул. Фізкультурна",1,28.608938,50.299862,"marshrutka","23"
269,"Залізничний переїзд",1,28.605677,50.304146,"marshrutka","23"
268,"селище Лісове",1,28.604317,50.307611,"marshrutka","23"
5664,"вул. Северина Наливайка",0,28.677135,50.293056,"marshrutka","30"
5669,"на вимогу",0,28.674612,50.293377,"marshrutka","30"
5667,"на вимогу",0,28.671932,50.292885,"marshrutka","30"
5665,"на вимогу",0,28.669304,50.291691,"marshrutka","30"
5663,"вул. Олександра Олеся",0,28.666853,50.29002,"marshrutka","30"
5660,"пров. Медовий",0,28.663917,50.289594,"marshrutka","30"
5659,"вул. Яна Охоцького",0,28.661184,50.288799,"marshrutka","30"
113,"вул. Северина Наливайка",0,28.655054,50.289112,"marshrutka","30"
110,"Стоматологічна поліклініка",0,28.655209,50.284859,"marshrutka","30"
108,"Агротехнічний коледж",0,28.655743,50.281506,"marshrutka","30"
107,"вул. Героїв Чорнобиля",0,28.656681,50.278229,"marshrutka","30"
105,"пр. Незалежності",0,28.657728,50.275143,"marshrutka","30"
103,"пров. 2-й Капітульний",0,28.657711,50.272487,"marshrutka","30"
102,"Сінний ринок",0,28.657507,50.268925,"marshrutka","30"
98,"вул. Лесі Українки",0,28.658368,50.264463,"marshrutka","30"
96,"вул. Покровська",0,28.661873,50.259651,"marshrutka","30"
123,"вул. Львівська",0,28.664162,50.258446,"marshrutka","30"
13,"вул. Небесної сотні",0,28.668436,50.257862,"marshrutka","30"
16,"Кінотеатр ""Україна""",0,28.663309,50.25672,"marshrutka","30"
17,"готель ""Україна""",0,28.659986,50.255733,"marshrutka","30"
207,"вул. Леха Качинського",0,28.657996,50.253364,"marshrutka","30"
129,"Монумент Слави",0,28.647299,50.24522,"marshrutka","30"
131,"Торгівельно-економічний коледж",0,28.641049,50.245369,"marshrutka","30"
133,"Державний технологiчний університет",0,28.6359,50.245411,"marshrutka","30"
135,"завод ""Агромаш""",0,28.63196,50.245423,"marshrutka","30"
138,"спорткомплекс ""Динамо""",0,28.626276,50.24482,"marshrutka","30"
5685,"вул. Чумацький шлях",0,28.622169,50.244638,"marshrutka","30"
5687,"Гаражний кооператив ""Корбутівка""",0,28.628832,50.250435,"marshrutka","30"
5689,"вул. Західна",0,28.632025,50.252198,"marshrutka","30"
5677,"вул. Святого Йоана Павла ІІ",0,28.63385,50.253864,"marshrutka","30"
5683,"вул. Кармелюка",0,28.631217,50.255839,"marshrutka","30"
31711,"вул. Каховська",0,28.627912,50.258399,"marshrutka","30"
5681,"м/н Мальованка (Фабрика ""Крок"")",0,28.626955,50.258945,"marshrutka","30"
5681,"м/н Мальованка (Фабрика ""Крок"")",1,28.626955,50.258945,"marshrutka","30"
5684,"вул. Каховська",1,28.628162,50.258026,"marshrutka","30"
5682,"вул. Кармелюка",1,28.631634,50.255357,"marshrutka","30"
5676,"вул. Святого Йоана Павла ІІ",1,28.633945,50.253621,"marshrutka","30"
5688,"вул. Західна",1,28.631265,50.251895,"marshrutka","30"
5686,"Гаражний кооператив ""Корбутівка""",1,28.62842,50.250378,"marshrutka","30"
136,"завод ""Агромаш""",1,28.631027,50.245129,"marshrutka","30"
134,"Державний технологiчний університет",1,28.636324,50.245251,"marshrutka","30"
132,"Торгівельно-економічний коледж",1,28.639963,50.245165,"marshrutka","30"
130,"Монумент Слави",1,28.646235,50.245068,"marshrutka","30"
208,"вул. Мала Бердичівська",1,28.65806,50.25317,"marshrutka","30"
18,"майдан Соборний",1,28.659321,50.255375,"marshrutka","30"
15,"Михайлівський собор",1,28.661782,50.256109,"marshrutka","30"
94,"вул. Львівська",1,28.662958,50.25861,"marshrutka","30"
97,"вул. Покровська",1,28.661357,50.260779,"marshrutka","30"
99,"вул. Лесі Українки",1,28.658463,50.265039,"marshrutka","30"
101,"Сінний ринок",1,28.657776,50.26922,"marshrutka","30"
104,"пров. 2-й Капітульний",1,28.657942,50.273083,"marshrutka","30"
106,"пр. Незалежності",1,28.658119,50.27486,"marshrutka","30"
27780,"вул. Героїв Чорнобиля",1,28.656693,50.278912,"marshrutka","30"
109,"Агротехнічний коледж",1,28.656219,50.281234,"marshrutka","30"
111,"Стоматологічна поліклініка",1,28.655584,50.285175,"marshrutka","30"
5657,"вул. Северина Наливайка",1,28.65584,50.289215,"marshrutka","30"
5658,"вул. Яна Охоцького",1,28.661076,50.288677,"marshrutka","30"
5661,"пров. Медовий",1,28.663738,50.289474,"marshrutka","30"
5662,"вул. Олександра Олеся",1,28.666517,50.289726,"marshrutka","30"
5666,"на вимогу",1,28.669535,50.29174,"marshrutka","30"
5668,"на вимогу",1,28.672501,50.292885,"marshrutka","30"
5670,"на вимогу",1,28.674963,50.293392,"marshrutka","30"
5664,"вул. Северина Наливайка",1,28.677135,50.293056,"marshrutka","30"
33058,"Реабілітаційний центр",0,28.590465,50.275379,"marshrutka","33"
33059,"вул. Корабельна",0,28.593107,50.275052,"marshrutka","33"
33064,"Міжнародна школа ""Всесвіт""",0,28.595205,50.28066,"marshrutka","33"
33062,"Будинок дитини",0,28.595875,50.282405,"marshrutka","33"
5772,"пр. Миру",0,28.596935,50.285309,"marshrutka","33"
92,"вул. Офіцерська",0,28.601887,50.284491,"marshrutka","33"
90,"Житичі",0,28.607642,50.283453,"marshrutka","33"
86,"вул. Романа Шухевича",0,28.611977,50.282639,"marshrutka","33"
85,"вул. Героїв Десантників",0,28.61828,50.281486,"marshrutka","33"
82,"Панчішна фабрика",0,28.631087,50.279235,"marshrutka","33"
80,"ринок ""Хмільники""",0,28.636594,50.278265,"marshrutka","33"
79,"майдан Визволення",0,28.641054,50.277465,"marshrutka","33"
70,"вул. Перемоги",0,28.647659,50.273266,"marshrutka","33"
68,"вул. Миколи Сціборського",0,28.648241,50.269234,"marshrutka","33"
251,"вул. Домбровського",0,28.649279,50.266991,"marshrutka","33"
4697,"вул. Юрка Тютюнника",0,28.65367,50.267292,"marshrutka","33"
4700,"Автоцентр",0,28.659512,50.267689,"marshrutka","33"
4703,"вул. Небесної сотні",0,28.663073,50.26791,"marshrutka","33"
4704,"вул. Хлібна",0,28.6656,50.268139,"marshrutka","33"
4708,"вул. Князів Острозьких",0,28.669351,50.268958,"marshrutka","33"
4713,"Ломбард",0,28.670717,50.267136,"marshrutka","33"
5562,"вул. Михайла Грушевського",0,28.673233,50.263981,"marshrutka","33"
5564,"вул. Київська",0,28.675947,50.260563,"marshrutka","33"
5567,"вул. Гоголівська",0,28.677995,50.258,"marshrutka","33"
5568,"вул. Бориса Тена",0,28.679368,50.256271,"marshrutka","33"
5572,"вул. Князів Острозьких",0,28.682882,50.252399,"marshrutka","33"
5589,"вул. Східна",0,28.690027,50.254749,"marshrutka","33"
5593,"магазин ""Реал-маркет""",0,28.694967,50.256302,"marshrutka","33"
5591,"Ліцей №24",0,28.696941,50.256915,"marshrutka","33"
5654,"вул. Вітрука",0,28.701714,50.258492,"marshrutka","33"
55,"ТЦ ""Фуршет""",0,28.702976,50.255966,"marshrutka","33"
51,"вул. Корольова",0,28.703106,50.252163,"marshrutka","33"
50,"майдан Польовий",0,28.703865,50.247322,"marshrutka","33"
186,"магазин ""Берізка""",0,28.707029,50.247145,"marshrutka","33"
191,"вул. Космонавтів",0,28.710377,50.246708,"marshrutka","33"
189,"вул. Кибальчича",0,28.709431,50.241873,"marshrutka","33"
187,"вул. Селецька",0,28.708189,50.237716,"marshrutka","33"
187,"вул. Селецька",1,28.708189,50.237716,"marshrutka","33"
188,"вул. Вітрука",1,28.702998,50.237977,"marshrutka","33"
47,"вул. Івана Огієнка",1,28.702435,50.242229,"marshrutka","33"
53,"майдан Польовий",1,28.703306,50.248711,"marshrutka","33"
52,"вул. Корольова",1,28.703423,50.251376,"marshrutka","33"
54,"ТЦ ""Фуршет""",1,28.703238,50.25668,"marshrutka","33"
5656,"вул. Шевченка",1,28.702599,50.258759,"marshrutka","33"
5590,"Ліцей №24",1,28.696392,50.256938,"marshrutka","33"
5592,"магазин ""Реал-маркет""",1,28.694689,50.25634,"marshrutka","33"
5588,"вул. Східна",1,28.690081,50.254906,"marshrutka","33"
5570,"вул. Князів Острозьких",1,28.682492,50.252602,"marshrutka","33"
5569,"вул. Бориса Тена",1,28.679193,50.256714,"marshrutka","33"
5566,"вул. Гоголівська",1,28.677832,50.258531,"marshrutka","33"
5565,"вул. Київська",1,28.675707,50.26112,"marshrutka","33"
5563,"вул. Михайла Грушевського",1,28.673394,50.264133,"marshrutka","33"
4714,"Ломбард",1,28.670689,50.267434,"marshrutka","33"
4707,"вул. Князів Острозьких",1,28.668993,50.26938,"marshrutka","33"
4702,"вул. Хлібна",1,28.664959,50.268159,"marshrutka","33"
4701,"вул. Небесної сотні",1,28.66251,50.267975,"marshrutka","33"
4699,"Сінний ринок",1,28.657549,50.267666,"marshrutka","33"
4698,"вул. Юрка Тютюнника",1,28.653045,50.267355,"marshrutka","33"
65,"вул. Домбровського",1,28.648795,50.267455,"marshrutka","33"
67,"вул. Миколи Сціборського",1,28.6483,50.270535,"marshrutka","33"
69,"вул. Перемоги",1,28.647856,50.274274,"marshrutka","33"
78,"пр. Миру",1,28.640827,50.277788,"marshrutka","33"
81,"ринок ""Хмільники""",1,28.636152,50.27862,"marshrutka","33"
83,"Панчішна фабрика",1,28.632519,50.279267,"marshrutka","33"
84,"вул. Героїв Десантників",1,28.618149,50.281846,"marshrutka","33"
87,"вул. Романа Шухевича",1,28.612862,50.282807,"marshrutka","33"
88,"вул. Миру",1,28.609912,50.283327,"marshrutka","33"
89,"Житичі",1,28.607063,50.283859,"marshrutka","33"
91,"вул. Офіцерська",1,28.601766,50.284839,"marshrutka","33"
5773,"вул. Корабельна",1,28.59654,50.284611,"marshrutka","33"
33061,"Будинок дитини",1,28.595704,50.282211,"marshrutka","33"
33063,"Міжнародна школа ""Всесвіт""",1,28.595038,50.28054,"marshrutka","33"
33060,"вул. Корабельна",1,28.592925,50.275029,"marshrutka","33"
33058,"Реабілітаційний центр",1,28.590465,50.275379,"marshrutka","33"
93,"Ресторан ""Ялинка""",0,28.593744,50.285736,"trol","3"
92,"вул. Офіцерська",0,28.601887,50.284491,"trol","3"
90,"Житичі",0,28.607642,50.283453,"trol","3"
86,"вул. Романа Шухевича",0,28.611977,50.282639,"trol","3"
85,"вул. Героїв Десантників",0,28.61828,50.281486,"trol","3"
82,"Панчішна фабрика",0,28.631087,50.279235,"trol","3"
80,"ринок ""Хмільники""",0,28.636594,50.278265,"trol","3"
79,"майдан Визволення",0,28.641054,50.277465,"trol","3"
70,"вул. Перемоги",0,28.647659,50.273266,"trol","3"
68,"вул. Миколи Сціборського",0,28.648241,50.269234,"trol","3"
66,"вул. Домбровського",0,28.648611,50.266636,"trol","3"
71,"майдан Короленка",0,28.649477,50.263462,"trol","3"
63,"вул. Ольжича",0,28.653109,50.260979,"trol","3"
74,"пл. Перемоги",0,28.659071,50.256752,"trol","3"
20,"вул. Театральна",0,28.660758,50.255272,"trol","3"
23,"пл. Корольова",0,28.66616,50.253374,"trol","3"
27,"Старий Бульвар",0,28.670425,50.251266,"trol","3"
28,"Університет ім. Івана Франка",0,28.674731,50.249603,"trol","3"
33,"вул. Довженка",0,28.681618,50.246518,"trol","3"
34,"вул. Гагаріна",0,28.685055,50.244705,"trol","3"
37,"вул. Жуйка",0,28.688416,50.242691,"trol","3"
40,"пров. 3-й Магазинний",0,28.692438,50.240007,"trol","3"
41,"пл. Смолянська",0,28.695212,50.238206,"trol","3"
43,"вул. Лук’яненка",0,28.700669,50.237912,"trol","3"
47,"вул. Івана Огієнка",0,28.702435,50.242229,"trol","3"
49,"майдан Польовий",0,28.70322,50.247749,"trol","3"
52,"вул. Корольова",0,28.703423,50.251376,"trol","3"
54,"ТЦ ""Фуршет""",0,28.703238,50.25668,"trol","3"
57,"вул. Шевченка",0,28.703255,50.258446,"trol","3"
59,"вул. Гоголівська",0,28.700586,50.265796,"trol","3"
60,"Залізничний вокзал",0,28.696846,50.269135,"trol","3"
60,"Залізничний вокзал",1,28.696846,50.269135,"trol","3"
1,"Автовокзал",1,28.691544,50.267811,"trol","3"
7,"ТЦ ""Глобал""",1,28.68554,50.265249,"trol","3"
5,"майдан Згоди",1,28.682086,50.263723,"trol","3"
8,"вул. Князів Острозьких",1,28.675346,50.260837,"trol","3"
11,"вул. Хлібна",1,28.67346,50.259987,"trol","3"
13,"вул. Небесної сотні",1,28.668436,50.257862,"trol","3"
16,"Кінотеатр ""Україна""",1,28.663309,50.25672,"trol","3"
75,"пл. Перемоги",1,28.657855,50.256569,"trol","3"
62,"вул. Ольжича",1,28.653347,50.261055,"trol","3"
64,"вул. Лесі Українки",1,28.649035,50.265572,"trol","3"
65,"вул. Домбровського",1,28.648795,50.267455,"trol","3"
67,"вул. Миколи Сціборського",1,28.6483,50.270535,"trol","3"
69,"вул. Перемоги",1,28.647856,50.274274,"trol","3"
78,"пр. Миру",1,28.640827,50.277788,"trol","3"
81,"ринок ""Хмільники""",1,28.636152,50.27862,"trol","3"
83,"Панчішна фабрика",1,28.632519,50.279267,"trol","3"
84,"вул. Героїв Десантників",1,28.618149,50.281846,"trol","3"
87,"вул. Романа Шухевича",1,28.612862,50.282807,"trol","3"
88,"вул. Миру",1,28.609912,50.283327,"trol","3"
